item_id,user_id,action,vtime
i161,u2712,click,2014-09-07 14:54:00
i161,u2722,click,2014-09-08 15:00:00
i446,u2729,click,2014-09-08 17:06:00
i446,u2729,click,2014-09-08 21:45:00
i446,u2723,click,2014-09-08 11:10:00
i446,u2729,click,2014-09-08 11:42:00
i446,u2724,click,2014-09-09 13:01:00
i446,u2723,click,2014-09-07 19:54:00
i446,u2729,click,2014-09-08 10:34:00
i446,u2732,click,2014-09-08 05:10:00
i446,u2729,click,2014-09-09 09:35:00
i446,u2729,click,2014-09-08 14:58:00
i446,u2729,click,2014-09-09 09:19:00
i446,u2729,click,2014-09-09 15:45:00
i446,u2729,click,2014-09-07 15:18:00
i446,u2729,click,2014-09-07 15:28:00
i160,u2724,click,2014-09-09 16:20:00
i160,u2749,click,2014-09-09 14:17:00
i160,u2767,click,2014-09-09 17:21:00
i160,u2772,click,2014-09-07 02:52:00
i550,u2785,click,2014-09-08 22:46:00
i53,u2787,click,2014-09-07 15:05:00
i53,u2729,click,2014-09-07 21:51:00
i53,u2724,click,2014-09-08 15:37:00
i53,u2729,click,2014-09-09 06:02:00
i83,u2735,click,2014-09-07 20:49:00
i83,u2810,click,2014-09-08 21:48:00
i331,u2837,click,2014-09-07 11:37:00
i331,u2787,click,2014-09-08 19:08:00
i331,u2841,click,2014-09-09 22:03:00
i121,u2844,click,2014-09-07 11:18:00
i198,u2723,click,2014-09-07 20:38:00
i46,u2801,click,2014-09-07 22:53:00
i46,u2860,click,2014-09-09 21:52:00
i46,u2731,click,2014-09-09 10:49:00
i46,u2731,click,2014-09-09 08:50:00
i46,u2724,click,2014-09-07 08:42:00
i46,u2745,click,2014-09-08 16:14:00
i46,u2729,click,2014-09-09 11:51:00
i46,u2740,click,2014-09-09 11:56:00
i275,u2877,click,2014-09-09 01:20:00
i275,u2730,click,2014-09-08 10:33:00
i275,u2881,click,2014-09-09 10:17:00
i275,u2881,click,2014-09-09 17:37:00
i266,u2882,click,2014-09-09 23:00:00
i392,u2732,click,2014-09-07 23:53:00
i392,u2724,click,2014-09-09 22:18:00
i79,u2729,click,2014-09-08 22:36:00
i79,u2739,click,2014-09-09 21:44:00
i343,u2734,click,2014-09-07 22:11:00
i2,u2922,click,2014-09-09 18:39:00
i2,u2730,click,2014-09-09 15:26:00
i56,u39,click,2014-09-08 17:02:00
i492,u2961,click,2014-09-07 01:01:00
i391,u2735,click,2014-09-08 21:14:00
i448,u2748,click,2014-09-07 21:49:00
i448,u2969,click,2014-09-08 17:28:00
i455,u2939,click,2014-09-09 20:20:00
i455,u2729,click,2014-09-08 11:20:00
i381,u2983,click,2014-09-07 00:13:00
i381,u2735,click,2014-09-09 17:13:00
i381,u2730,click,2014-09-07 12:08:00
i381,u2988,click,2014-09-09 17:04:00
i214,u2731,click,2014-09-09 09:25:00
i111,u2731,click,2014-09-09 13:34:00
i192,u2787,click,2014-09-09 08:23:00
i192,u2739,click,2014-09-09 16:55:00
i57,u2723,click,2014-09-08 20:36:00
i57,u2730,click,2014-09-08 21:45:00
i63,u3014,click,2014-09-07 13:47:00
i63,u3017,click,2014-09-07 19:05:00
i236,u2723,click,2014-09-09 20:59:00
i489,u2986,click,2014-09-09 14:17:00
i489,u2978,click,2014-09-09 11:24:00
i286,u2730,click,2014-09-07 22:02:00
i221,u3032,click,2014-09-08 02:38:00
i221,u2801,click,2014-09-08 21:29:00
i281,u3033,click,2014-09-07 17:57:00
i281,u2903,click,2014-09-08 15:21:00
i281,u2729,click,2014-09-09 14:47:00
i281,u3037,click,2014-09-07 21:48:00
i281,u2723,click,2014-09-09 13:32:00
i281,u2729,click,2014-09-09 09:47:00
i25,u3038,click,2014-09-09 22:43:00
i488,u2730,click,2014-09-08 19:11:00
i488,u3043,click,2014-09-08 20:35:00
i554,u3010,click,2014-09-09 00:22:00
i554,u2729,click,2014-09-09 16:37:00
i554,u2915,click,2014-09-08 20:37:00
i364,u2729,click,2014-09-08 21:10:00
i364,u2723,click,2014-09-09 19:45:00
i364,u2723,click,2014-09-09 12:38:00
i364,u2772,click,2014-09-09 21:34:00
i364,u3047,click,2014-09-09 23:53:00
i327,u2729,click,2014-09-07 12:19:00
i327,u3053,click,2014-09-08 01:22:00
i325,u2739,click,2014-09-08 05:14:00
i325,u3059,click,2014-09-09 15:26:00
i325,u3061,click,2014-09-07 07:15:00
i325,u3064,click,2014-09-09 21:23:00
i218,u3074,click,2014-09-09 16:45:00
i149,u3085,click,2014-09-07 20:32:00
i149,u2722,click,2014-09-09 19:27:00
i142,u2724,click,2014-09-07 21:52:00
i534,u3109,click,2014-09-09 21:53:00
i524,u2915,click,2014-09-09 13:01:00
i524,u3085,click,2014-09-07 12:02:00
i134,u2850,click,2014-09-09 00:19:00
i134,u2735,click,2014-09-09 16:05:00
i134,u2740,click,2014-09-09 17:15:00
i169,u2939,click,2014-09-08 19:20:00
i169,u2745,click,2014-09-08 13:15:00
i169,u2890,click,2014-09-08 22:12:00
i169,u2732,click,2014-09-08 21:48:00
i169,u2735,click,2014-09-08 09:07:00
i169,u2850,click,2014-09-09 14:59:00
i169,u2730,click,2014-09-09 19:07:00
i341,u3118,click,2014-09-07 17:56:00
i155,u2723,click,2014-09-09 14:43:00
i252,u3122,click,2014-09-08 22:43:00
i252,u3037,click,2014-09-08 08:17:00
i252,u3124,click,2014-09-09 07:59:00
i175,u2722,click,2014-09-09 14:12:00
i175,u2787,click,2014-09-07 13:20:00
i424,u3130,click,2014-09-07 14:35:00
i396,u2784,click,2014-09-08 19:18:00
i137,u2723,click,2014-09-07 12:10:00
i464,u2786,click,2014-09-09 19:51:00
i230,u2735,click,2014-09-09 10:47:00
i230,u2740,click,2014-09-09 11:39:00
i230,u2722,click,2014-09-09 18:48:00
i230,u2788,click,2014-09-09 15:49:00
i230,u2851,click,2014-09-09 20:58:00
i230,u2726,click,2014-09-09 10:22:00
i230,u2754,click,2014-09-09 13:32:00
i230,u2723,click,2014-09-09 14:54:00
i230,u2740,click,2014-09-09 06:01:00
i383,u3156,click,2014-09-09 11:12:00
i383,u2724,click,2014-09-08 22:32:00
i105,u3161,click,2014-09-08 20:50:00
i544,u2729,click,2014-09-09 10:33:00
i544,u2735,click,2014-09-07 00:44:00
i342,u2996,click,2014-09-09 15:21:00
i375,u3174,click,2014-09-08 21:20:00
i314,u3048,click,2014-09-08 17:10:00
i465,u3179,click,2014-09-09 11:51:00
i208,u3182,click,2014-09-08 16:21:00
i208,u2804,click,2014-09-07 06:05:00
i112,u3186,click,2014-09-09 16:26:00
i417,u3010,click,2014-09-08 11:25:00
i9,u2915,click,2014-09-09 20:49:00
i203,u2723,click,2014-09-09 11:00:00
i394,u2723,click,2014-09-09 19:50:00
i340,u3197,click,2014-09-09 19:18:00
i340,u3198,click,2014-09-08 11:12:00
i340,u2997,click,2014-09-08 12:31:00
i340,u3199,click,2014-09-08 09:34:00
i295,u3200,click,2014-09-09 16:05:00
i295,u2810,click,2014-09-09 10:36:00
i295,u2740,click,2014-09-09 20:00:00
i427,u2723,click,2014-09-09 20:00:00
i139,u2730,click,2014-09-09 09:51:00
i139,u2730,click,2014-09-09 17:32:00
i139,u2801,click,2014-09-09 08:59:00
i139,u2740,click,2014-09-09 12:26:00
i139,u2986,click,2014-09-09 13:19:00
i139,u2850,click,2014-09-09 08:07:00
