item_id,user_id,action,vtime
i161,u2628,click,2014-09-28 21:35:00
i161,u2631,click,2014-09-29 16:57:00
i161,u2640,click,2014-09-28 20:36:00
i161,u2642,click,2014-09-28 01:11:00
i161,u2643,click,2014-09-30 05:17:00
i161,u2645,click,2014-09-30 00:27:00
i161,u2665,click,2014-09-29 07:30:00
i161,u2669,click,2014-09-30 12:53:00
i161,u2671,click,2014-09-29 03:47:00
i161,u41,click,2014-09-30 15:19:00
i161,u2675,click,2014-09-28 19:41:00
i161,u2676,click,2014-09-30 15:13:00
i161,u2679,click,2014-09-29 00:25:00
i161,u2693,click,2014-09-28 19:18:00
i161,u2699,click,2014-09-28 20:30:00
i161,u2706,click,2014-09-29 02:33:00
i161,u2708,click,2014-09-30 15:00:00
i161,u2710,click,2014-09-29 14:42:00
i161,u2713,click,2014-09-28 14:43:00
i161,u2714,click,2014-09-28 20:15:00
i161,u2719,click,2014-09-30 21:01:00
i446,u2724,click,2014-09-29 19:59:00
i446,u2723,click,2014-09-30 12:45:00
i446,u2724,click,2014-09-28 14:15:00
i446,u2724,click,2014-09-30 16:12:00
i446,u2723,click,2014-09-30 15:52:00
i446,u2723,click,2014-09-28 22:19:00
i446,u2724,click,2014-09-28 22:04:00
i446,u2723,click,2014-09-28 21:07:00
i446,u2724,click,2014-09-29 09:10:00
i446,u2724,click,2014-09-30 12:14:00
i446,u2733,click,2014-09-29 15:27:00
i446,u2729,click,2014-09-30 16:56:00
i446,u2729,click,2014-09-28 19:32:00
i446,u2729,click,2014-09-28 18:06:00
i160,u2738,click,2014-09-28 11:28:00
i160,u2757,click,2014-09-28 09:31:00
i160,u2760,click,2014-09-29 19:13:00
i160,u2761,click,2014-09-30 20:12:00
i160,u2762,click,2014-09-30 00:06:00
i160,u2764,click,2014-09-29 11:23:00
i160,u2770,click,2014-09-29 13:28:00
i160,u2708,click,2014-09-30 19:14:00
i160,u2780,click,2014-09-28 00:26:00
i160,u2781,click,2014-09-29 14:35:00
i550,u2783,click,2014-09-28 16:31:00
i53,u2723,click,2014-09-29 16:13:00
i53,u2723,click,2014-09-29 19:36:00
i53,u2723,click,2014-09-29 15:19:00
i53,u2729,click,2014-09-28 20:19:00
i53,u2724,click,2014-09-30 10:41:00
i53,u2729,click,2014-09-30 16:52:00
i53,u2723,click,2014-09-28 15:40:00
i53,u2729,click,2014-09-30 12:52:00
i83,u2735,click,2014-09-28 21:03:00
i83,u2791,click,2014-09-30 13:48:00
i83,u2781,click,2014-09-29 10:25:00
i83,u2781,click,2014-09-28 21:56:00
i83,u2781,click,2014-09-28 07:00:00
i83,u2781,click,2014-09-29 10:42:00
i331,u2813,click,2014-09-29 13:12:00
i331,u2633,click,2014-09-28 18:29:00
i331,u2828,click,2014-09-29 12:03:00
i331,u2831,click,2014-09-30 21:19:00
i121,u2690,click,2014-09-29 10:59:00
i237,u2665,click,2014-09-28 22:04:00
i237,u2849,click,2014-09-29 12:02:00
i237,u2708,click,2014-09-30 20:41:00
i237,u2770,click,2014-09-30 14:02:00
i275,u2881,click,2014-09-29 17:25:00
i275,u2881,click,2014-09-28 10:12:00
i266,u2724,click,2014-09-29 11:20:00
i266,u2723,click,2014-09-29 22:43:00
i266,u2723,click,2014-09-29 11:27:00
i392,u2729,click,2014-09-30 19:22:00
i392,u2723,click,2014-09-30 12:34:00
i392,u2723,click,2014-09-29 23:01:00
i392,u2729,click,2014-09-29 16:14:00
i79,u2740,click,2014-09-28 09:53:00
i79,u2903,click,2014-09-30 14:04:00
i79,u2731,click,2014-09-29 09:14:00
i79,u2908,click,2014-09-28 14:16:00
i79,u2723,click,2014-09-28 08:40:00
i79,u2910,click,2014-09-30 22:54:00
i343,u2734,click,2014-09-30 20:18:00
i2,u2925,click,2014-09-29 10:39:00
i2,u2927,click,2014-09-28 06:59:00
i172,u2730,click,2014-09-28 03:05:00
i172,u2723,click,2014-09-29 11:34:00
i172,u2735,click,2014-09-28 08:30:00
i13,u2735,click,2014-09-30 12:09:00
i13,u2729,click,2014-09-29 17:04:00
i13,u2943,click,2014-09-28 16:26:00
i173,u2953,click,2014-09-28 09:40:00
i492,u2903,click,2014-09-30 16:43:00
i492,u2962,click,2014-09-29 14:29:00
i492,u2730,click,2014-09-28 20:33:00
i391,u2731,click,2014-09-29 09:40:00
i448,u2965,click,2014-09-28 03:00:00
i448,u2729,click,2014-09-28 17:11:00
i455,u2735,click,2014-09-28 21:26:00
i455,u2801,click,2014-09-29 20:18:00
i381,u2981,click,2014-09-28 15:12:00
i290,u2735,click,2014-09-28 23:12:00
i192,u3004,click,2014-09-29 08:40:00
i304,u2730,click,2014-09-30 17:11:00
i63,u3015,click,2014-09-30 20:44:00
i352,u2781,click,2014-09-30 09:01:00
i218,u24,click,2014-09-30 08:41:00
i149,u2729,click,2014-09-30 10:08:00
i149,u2740,click,2014-09-29 22:30:00
i89,u3093,click,2014-09-30 11:21:00
i534,u3108,click,2014-09-30 11:20:00
i534,u2962,click,2014-09-29 10:50:00
i534,u2903,click,2014-09-28 14:54:00
i534,u2842,click,2014-09-30 08:47:00
i524,u2850,click,2014-09-29 14:54:00
i341,u2781,click,2014-09-30 04:45:00
i270,u3138,click,2014-09-28 19:28:00
i270,u3140,click,2014-09-28 13:32:00
i270,u2671,click,2014-09-28 13:10:00
i105,u3159,click,2014-09-29 21:52:00
i105,u3160,click,2014-09-30 15:14:00
i106,u3164,click,2014-09-28 00:25:00
i106,u3168,click,2014-09-29 07:01:00
i106,u3169,click,2014-09-28 04:26:00
i106,u2735,click,2014-09-29 22:24:00
i106,u3170,click,2014-09-30 21:49:00
i375,u2724,click,2014-09-29 21:17:00
i375,u3175,click,2014-09-28 02:24:00
i314,u3176,click,2014-09-29 09:41:00
i314,u2982,click,2014-09-29 08:54:00
i314,u2991,click,2014-09-29 09:36:00
i208,u3180,click,2014-09-29 08:12:00
i208,u3181,click,2014-09-29 15:48:00
i208,u2723,click,2014-09-28 10:07:00
i208,u2927,click,2014-09-28 10:59:00
i208,u3183,click,2014-09-29 14:59:00
i208,u3184,click,2014-09-30 11:12:00
i124,u3185,click,2014-09-30 17:43:00
i124,u3085,click,2014-09-29 09:24:00
i417,u2745,click,2014-09-28 19:29:00
i273,u2723,click,2014-09-28 17:46:00
i203,u2722,click,2014-09-30 09:49:00
i203,u3195,click,2014-09-30 18:49:00
i107,u2735,click,2014-09-30 12:35:00
i427,u2731,click,2014-09-30 11:59:00
i335,u2722,click,2014-09-28 10:03:00
i504,u2735,click,2014-09-30 16:51:00
i487,u2735,click,2014-09-30 22:43:00
i487,u2690,click,2014-09-28 04:54:00
i487,u2781,click,2014-09-30 07:15:00
i348,u2726,click,2014-09-28 17:44:00
i26,u3175,click,2014-09-28 02:13:00
i84,u2955,click,2014-09-29 09:24:00
i316,u2724,click,2014-09-28 16:20:00
i316,u2768,click,2014-09-30 01:13:00
i513,u3111,click,2014-09-29 18:40:00
i513,u2844,click,2014-09-30 17:04:00
i423,u3239,click,2014-09-30 17:09:00
i423,u3083,click,2014-09-28 16:38:00
i210,u2729,click,2014-09-30 19:56:00
i210,u2810,click,2014-09-29 12:39:00
i428,u3247,click,2014-09-29 13:02:00
i428,u2832,click,2014-09-28 09:38:00
i428,u2724,click,2014-09-30 09:05:00
i217,u2739,click,2014-09-28 02:46:00
i515,u2723,click,2014-09-29 10:56:00
i560,u3254,click,2014-09-30 01:33:00
i560,u3085,click,2014-09-30 20:45:00
i560,u2912,click,2014-09-28 09:27:00
i178,u2740,click,2014-09-30 14:14:00
i548,u3259,click,2014-09-28 08:01:00
i548,u2987,click,2014-09-28 23:08:00
i548,u2723,click,2014-09-30 10:09:00
i40,u2850,click,2014-09-30 14:39:00
i258,u2912,click,2014-09-29 08:55:00
i247,u2850,click,2014-09-29 01:29:00
i159,u2735,click,2014-09-29 20:26:00
i388,u2723,click,2014-09-30 09:23:00
i358,u2896,click,2014-09-30 10:36:00
i358,u3269,click,2014-09-28 04:51:00
i442,u2912,click,2014-09-29 18:46:00
i496,u3217,click,2014-09-28 15:09:00
i60,u2723,click,2014-09-29 21:15:00
i152,u2735,click,2014-09-30 20:06:00
i152,u3196,click,2014-09-29 22:21:00
i73,u2735,click,2014-09-29 12:25:00
i484,u2734,click,2014-09-28 15:18:00
i484,u3290,click,2014-09-29 12:52:00
i484,u2740,click,2014-09-28 14:39:00
i227,u2735,click,2014-09-30 09:22:00
i519,u2786,click,2014-09-29 11:14:00
i409,u2735,click,2014-09-29 20:48:00
i535,u2723,click,2014-09-28 17:05:00
i535,u2740,click,2014-09-30 03:21:00
i257,u2925,click,2014-09-30 00:05:00
i72,u2851,click,2014-09-28 19:12:00
i249,u2832,click,2014-09-30 15:27:00
i376,u2999,click,2014-09-29 12:39:00
i263,u2735,click,2014-09-30 11:19:00
i263,u2723,click,2014-09-30 13:04:00
i561,u2801,click,2014-09-29 13:43:00
i561,u3317,click,2014-09-28 16:52:00
i507,u3134,click,2014-09-30 14:25:00
i507,u2740,click,2014-09-29 16:07:00
i444,u3326,click,2014-09-28 20:32:00
i171,u3332,click,2014-09-28 09:50:00
i255,u2832,click,2014-09-28 09:46:00
i280,u2735,click,2014-09-28 15:26:00
i115,u3010,click,2014-09-29 01:54:00
i553,u3185,click,2014-09-28 16:58:00
i517,u2729,click,2014-09-29 12:37:00
i350,u3339,click,2014-09-30 12:46:00
i350,u3341,click,2014-09-28 13:50:00
i538,u3343,click,2014-09-30 16:19:00
i292,u2996,click,2014-09-29 15:04:00
i292,u2735,click,2014-09-30 19:58:00
i536,u2801,click,2014-09-30 12:21:00
i38,u3142,click,2014-09-30 08:59:00
