item_id,user_id,action,vtime
i161,u2627,click,2014-09-25 19:09:00
i161,u2629,click,2014-09-27 16:33:00
i161,u2633,click,2014-09-25 22:41:00
i161,u2638,click,2014-09-27 22:40:00
i161,u2649,click,2014-09-27 02:55:00
i161,u2651,click,2014-09-26 06:44:00
i161,u2656,click,2014-09-27 21:08:00
i161,u2657,click,2014-09-25 02:44:00
i161,u2666,click,2014-09-25 03:38:00
i161,u2674,click,2014-09-26 00:09:00
i161,u2681,click,2014-09-25 10:43:00
i161,u2684,click,2014-09-25 04:12:00
i161,u2685,click,2014-09-27 08:34:00
i161,u2690,click,2014-09-26 17:33:00
i161,u2696,click,2014-09-26 19:58:00
i161,u2698,click,2014-09-25 17:05:00
i161,u2703,click,2014-09-25 07:11:00
i161,u2704,click,2014-09-27 22:39:00
i161,u2707,click,2014-09-25 12:36:00
i161,u2709,click,2014-09-26 16:14:00
i161,u2716,click,2014-09-27 16:42:00
i161,u2720,click,2014-09-25 12:49:00
i161,u2721,click,2014-09-27 06:45:00
i161,u2722,click,2014-09-26 13:02:00
i161,u2722,click,2014-09-26 17:27:00
i161,u2722,click,2014-09-26 23:00:00
i446,u2723,click,2014-09-25 11:15:00
i446,u2723,click,2014-09-26 17:11:00
i446,u2729,click,2014-09-25 16:09:00
i446,u2729,click,2014-09-26 10:47:00
i446,u2724,click,2014-09-25 15:30:00
i446,u2723,click,2014-09-26 09:17:00
i160,u2737,click,2014-09-26 17:04:00
i160,u2739,click,2014-09-25 15:20:00
i160,u2737,click,2014-09-27 18:06:00
i160,u2743,click,2014-09-25 04:12:00
i160,u2750,click,2014-09-25 02:17:00
i160,u2752,click,2014-09-25 20:20:00
i160,u2754,click,2014-09-27 13:07:00
i160,u2759,click,2014-09-27 02:08:00
i160,u2765,click,2014-09-25 05:02:00
i160,u2768,click,2014-09-27 19:06:00
i160,u2770,click,2014-09-25 21:25:00
i160,u2770,click,2014-09-26 20:11:00
i160,u2771,click,2014-09-26 14:03:00
i160,u48,click,2014-09-26 13:46:00
i160,u2733,click,2014-09-27 13:14:00
i160,u2773,click,2014-09-27 03:04:00
i160,u2775,click,2014-09-27 09:46:00
i160,u2778,click,2014-09-26 09:57:00
i160,u2779,click,2014-09-25 21:34:00
i160,u2781,click,2014-09-25 14:53:00
i160,u2781,click,2014-09-27 22:03:00
i160,u2781,click,2014-09-27 15:40:00
i550,u2740,click,2014-09-26 20:50:00
i550,u2723,click,2014-09-26 09:32:00
i53,u2724,click,2014-09-25 12:42:00
i53,u2729,click,2014-09-25 16:22:00
i83,u2670,click,2014-09-25 03:43:00
i83,u2781,click,2014-09-27 16:31:00
i83,u2781,click,2014-09-26 02:35:00
i83,u2794,click,2014-09-25 03:02:00
i83,u2781,click,2014-09-26 15:41:00
i83,u2796,click,2014-09-27 10:33:00
i83,u2797,click,2014-09-26 21:36:00
i83,u2799,click,2014-09-26 21:38:00
i83,u2800,click,2014-09-26 17:21:00
i83,u2801,click,2014-09-25 20:29:00
i83,u2802,click,2014-09-25 11:08:00
i83,u2781,click,2014-09-27 17:24:00
i83,u2807,click,2014-09-26 18:11:00
i83,u2808,click,2014-09-25 01:46:00
i83,u2809,click,2014-09-25 20:28:00
i83,u2781,click,2014-09-25 09:33:00
i83,u2781,click,2014-09-27 02:16:00
i83,u2781,click,2014-09-26 12:57:00
i83,u2781,click,2014-09-27 12:11:00
i83,u2781,click,2014-09-27 11:00:00
i83,u2781,click,2014-09-27 00:19:00
i83,u2781,click,2014-09-26 00:52:00
i83,u2781,click,2014-09-25 17:40:00
i83,u2781,click,2014-09-26 03:43:00
i83,u2781,click,2014-09-27 13:25:00
i331,u2812,click,2014-09-27 16:54:00
i331,u2816,click,2014-09-26 17:16:00
i331,u2817,click,2014-09-25 18:29:00
