item_id,user_id,action,vtime
i161,u2635,click,2014-09-20 09:23:00
i161,u2636,click,2014-09-21 01:00:00
i161,u2639,click,2014-09-20 10:25:00
i161,u2641,click,2014-09-19 04:19:00
i161,u2647,click,2014-09-21 09:32:00
i161,u2649,click,2014-09-19 10:11:00
i161,u2653,click,2014-09-20 03:21:00
i161,u2655,click,2014-09-19 17:14:00
i161,u2659,click,2014-09-19 07:22:00
i161,u2661,click,2014-09-19 19:14:00
i161,u2670,click,2014-09-21 17:54:00
i161,u2697,click,2014-09-21 04:25:00
i161,u2700,click,2014-09-20 09:58:00
i161,u2702,click,2014-09-21 08:36:00
i161,u2715,click,2014-09-19 01:38:00
i161,u2722,click,2014-09-19 14:28:00
i446,u2723,click,2014-09-21 15:14:00
i446,u2723,click,2014-09-20 17:20:00
i446,u2727,cart,2014-09-19 18:11:00
i446,u2724,click,2014-09-21 11:40:00
i446,u2729,click,2014-09-19 09:11:00
i446,u2729,click,2014-09-20 15:07:00
i446,u2724,click,2014-09-21 23:37:00
i446,u2724,click,2014-09-19 12:19:00
i446,u2723,click,2014-09-20 13:09:00
i446,u2729,click,2014-09-19 19:01:00
i446,u2724,click,2014-09-21 16:14:00
i446,u2723,click,2014-09-21 18:04:00
i446,u2723,click,2014-09-21 17:15:00
i446,u2729,click,2014-09-19 16:14:00
i446,u2729,click,2014-09-19 19:11:00
i160,u2741,click,2014-09-21 15:58:00
i160,u2746,click,2014-09-20 11:27:00
i160,u2751,click,2014-09-19 23:40:00
i160,u2778,click,2014-09-21 18:43:00
i550,u2723,click,2014-09-21 15:34:00
i550,u2735,click,2014-09-19 19:40:00
i53,u2723,click,2014-09-21 17:14:00
i53,u2740,click,2014-09-20 17:48:00
i53,u2724,click,2014-09-19 14:44:00
i53,u2724,click,2014-09-21 16:11:00
i53,u2724,click,2014-09-20 19:33:00
i53,u2724,click,2014-09-19 10:47:00
i53,u2729,click,2014-09-21 20:02:00
i83,u2730,click,2014-09-20 21:14:00
i120,u2745,click,2014-09-20 15:44:00
i331,u2811,click,2014-09-20 14:47:00
i331,u2815,click,2014-09-19 11:20:00
i331,u2827,click,2014-09-19 15:11:00
i331,u2835,click,2014-09-21 20:23:00
i198,u2723,click,2014-09-19 22:11:00
i237,u2853,click,2014-09-19 22:48:00
i237,u2855,click,2014-09-20 22:10:00
i46,u2801,click,2014-09-20 21:37:00
i46,u2862,click,2014-09-21 16:26:00
i46,u2866,click,2014-09-19 23:34:00
i46,u2869,click,2014-09-21 11:24:00
i46,u2740,click,2014-09-21 19:47:00
i439,u2873,click,2014-09-20 16:21:00
i275,u2881,click,2014-09-21 15:12:00
i275,u2881,click,2014-09-19 14:04:00
i275,u2881,click,2014-09-19 21:19:00
i275,u2881,click,2014-09-20 19:34:00
i275,u2881,click,2014-09-20 19:39:00
i266,u2723,click,2014-09-19 22:10:00
i266,u2723,click,2014-09-19 16:31:00
i45,u2892,click,2014-09-20 13:55:00
i392,u2732,click,2014-09-21 21:33:00
i392,u2729,click,2014-09-19 22:53:00
i392,u2729,click,2014-09-19 17:10:00
i392,u2729,click,2014-09-20 21:53:00
i79,u2726,click,2014-09-21 12:02:00
i79,u2904,click,2014-09-21 16:27:00
i79,u2906,click,2014-09-20 21:01:00
i324,u2850,click,2014-09-20 11:09:00
i343,u2735,click,2014-09-20 10:21:00
i343,u2917,click,2014-09-19 11:09:00
i343,u2729,click,2014-09-19 23:27:00
i2,u2923,click,2014-09-20 13:38:00
i2,u2931,click,2014-09-20 05:55:00
i13,u2784,click,2014-09-19 13:46:00
i173,u2948,click,2014-09-21 20:05:00
i492,u2735,click,2014-09-19 12:04:00
i492,u2960,click,2014-09-19 23:48:00
i492,u2964,click,2014-09-19 14:07:00
i391,u2724,click,2014-09-20 11:18:00
i391,u2724,click,2014-09-19 11:06:00
i448,u2652,click,2014-09-21 09:36:00
i448,u2967,click,2014-09-19 10:24:00
i448,u2923,click,2014-09-19 04:51:00
i448,u2897,click,2014-09-20 18:01:00
i240,u2735,click,2014-09-21 19:51:00
i455,u2977,click,2014-09-20 22:30:00
i455,u2740,click,2014-09-21 21:00:00
i455,u2724,click,2014-09-20 13:22:00
i455,u2740,click,2014-09-19 09:38:00
i455,u2729,click,2014-09-19 21:54:00
i455,u2723,click,2014-09-19 15:42:00
i455,u2723,click,2014-09-19 12:30:00
i455,u2723,click,2014-09-19 09:50:00
i284,u2916,click,2014-09-21 14:03:00
i381,u2985,click,2014-09-19 13:26:00
i381,u2724,click,2014-09-20 09:12:00
i311,u2745,click,2014-09-21 17:55:00
i214,u2732,click,2014-09-19 19:20:00
i214,u2724,click,2014-09-21 17:59:00
i214,u2937,click,2014-09-21 09:39:00
i214,u2724,click,2014-09-20 12:28:00
i214,u2724,click,2014-09-20 17:14:00
i214,u2724,click,2014-09-19 16:56:00
i111,u2735,click,2014-09-19 11:27:00
i254,u2995,click,2014-09-19 17:39:00
i254,u2996,click,2014-09-21 16:34:00
i254,u2729,click,2014-09-20 17:51:00
i192,u2737,click,2014-09-21 21:34:00
i192,u2851,click,2014-09-19 10:02:00
i321,u26,click,2014-09-19 21:22:00
i304,u2726,click,2014-09-21 17:54:00
i304,u2745,click,2014-09-20 21:32:00
i63,u2722,click,2014-09-20 01:09:00
i236,u2735,click,2014-09-20 10:14:00
i236,u3023,click,2014-09-19 09:58:00
i489,u2740,click,2014-09-20 21:45:00
i352,u3029,click,2014-09-19 17:16:00
i352,u2749,click,2014-09-19 19:50:00
i364,u2784,click,2014-09-20 16:14:00
i327,u3049,click,2014-09-19 20:05:00
i327,u3050,click,2014-09-20 14:52:00
i327,u3051,click,2014-09-20 11:02:00
i325,u2781,click,2014-09-21 18:21:00
i288,u3006,click,2014-09-19 21:07:00
i319,u3067,click,2014-09-21 02:07:00
i319,u2781,click,2014-09-21 12:50:00
i149,u2740,click,2014-09-19 22:44:00
i89,u2915,click,2014-09-21 19:02:00
i142,u3100,click,2014-09-21 22:31:00
i534,u2989,click,2014-09-19 07:41:00
i534,u4,click,2014-09-21 22:29:00
i533,u2740,click,2014-09-19 13:35:00
i169,u2723,click,2014-09-19 17:43:00
i341,u2735,click,2014-09-19 20:21:00
i117,u3131,click,2014-09-19 19:56:00
i270,u3139,click,2014-09-20 18:13:00
i270,u2731,click,2014-09-20 15:46:00
i137,u3134,click,2014-09-19 19:06:00
i478,u3150,click,2014-09-19 02:20:00
i383,u2740,click,2014-09-21 20:11:00
i342,u2726,click,2014-09-20 01:12:00
i314,u3165,click,2014-09-20 06:50:00
i314,u3023,click,2014-09-19 10:54:00
i124,u2723,click,2014-09-19 22:53:00
i124,u2731,click,2014-09-21 14:06:00
i112,u3187,click,2014-09-19 13:36:00
i525,u2752,click,2014-09-19 10:14:00
i525,u2726,click,2014-09-19 08:36:00
i525,u3192,click,2014-09-20 02:13:00
i203,u2740,click,2014-09-19 20:12:00
i203,u2881,click,2014-09-19 01:37:00
i139,u2745,click,2014-09-20 09:16:00
i310,u2723,click,2014-09-21 22:05:00
i310,u3215,click,2014-09-20 20:56:00
i86,u2729,click,2014-09-19 18:14:00
i487,u3222,click,2014-09-19 10:56:00
i487,u2995,click,2014-09-19 17:23:00
i348,u3189,click,2014-09-21 22:32:00
i224,u2734,click,2014-09-20 16:23:00
i317,u3212,click,2014-09-20 18:16:00
i26,u2723,click,2014-09-20 14:09:00
i84,u2729,click,2014-09-19 20:38:00
i84,u2729,click,2014-09-20 19:12:00
i84,u2915,click,2014-09-21 17:34:00
i423,u3215,click,2014-09-21 16:49:00
i423,u54,click,2014-09-19 09:26:00
i540,u2801,click,2014-09-20 09:11:00
i540,u2726,click,2014-09-19 10:43:00
i210,u2735,click,2014-09-21 00:59:00
i210,u2740,click,2014-09-21 20:14:00
i313,u3215,click,2014-09-21 13:48:00
i542,u3246,click,2014-09-20 09:37:00
i428,u2732,click,2014-09-21 22:28:00
i431,u2729,click,2014-09-20 10:55:00
i431,u2735,click,2014-09-20 17:36:00
i369,u2735,click,2014-09-20 13:15:00
i515,u2893,click,2014-09-20 10:52:00
i560,u2731,click,2014-09-20 20:26:00
i44,u2991,click,2014-09-20 14:08:00
i44,u2964,click,2014-09-19 17:36:00
i162,u2729,click,2014-09-19 09:33:00
i162,u2735,click,2014-09-19 18:25:00
i548,u2723,click,2014-09-19 16:04:00
i133,u2729,click,2014-09-21 14:50:00
i40,u2724,click,2014-09-21 12:42:00
i40,u2723,click,2014-09-21 21:14:00
i285,u2729,click,2014-09-19 14:27:00
i285,u40,click,2014-09-21 10:33:00
i285,u3128,click,2014-09-19 15:29:00
i258,u2745,click,2014-09-20 21:01:00
i258,u2729,click,2014-09-21 07:59:00
i308,u2786,click,2014-09-20 21:48:00
i36,u3186,click,2014-09-19 11:41:00
i358,u3267,click,2014-09-19 09:45:00
i442,u2677,click,2014-09-19 18:27:00
i442,u2726,click,2014-09-21 17:27:00
i60,u2735,click,2014-09-21 11:10:00
i60,u2724,click,2014-09-20 19:59:00
i60,u3215,click,2014-09-20 22:35:00
i152,u2724,click,2014-09-19 00:22:00
i152,u2735,click,2014-09-19 11:56:00
i152,u2935,click,2014-09-19 09:44:00
i22,u3246,click,2014-09-19 22:02:00
i227,u2913,click,2014-09-21 13:37:00
i227,u2731,click,2014-09-20 20:54:00
i519,u2735,click,2014-09-20 22:23:00
i535,u2740,click,2014-09-21 11:27:00
i521,u2729,click,2014-09-20 21:36:00
i257,u3215,click,2014-09-21 13:58:00
i257,u3198,click,2014-09-20 14:32:00
i257,u3303,click,2014-09-19 09:13:00
i72,u2735,click,2014-09-19 09:27:00
i528,u2801,click,2014-09-21 17:22:00
i23,u2739,click,2014-09-19 23:17:00
i418,u2801,click,2014-09-20 20:19:00
i41,u2735,click,2014-09-20 21:07:00
i249,u2749,click,2014-09-20 22:14:00
i249,u3311,click,2014-09-20 16:15:00
i376,u57,click,2014-09-19 13:03:00
i376,u3312,click,2014-09-19 06:27:00
i332,u3314,click,2014-09-19 03:39:00
i328,u2789,click,2014-09-21 00:50:00
i263,u2982,click,2014-09-19 09:36:00
i263,u2846,click,2014-09-20 14:34:00
i184,u2735,click,2014-09-21 15:18:00
i523,u2724,click,2014-09-21 11:09:00
i523,u3211,click,2014-09-19 12:52:00
i433,u3319,click,2014-09-21 20:31:00
i433,u2740,click,2014-09-20 15:09:00
i362,u3239,click,2014-09-19 09:58:00
i362,u2723,click,2014-09-21 22:40:00
i362,u2724,click,2014-09-19 22:03:00
i477,u2732,click,2014-09-20 22:32:00
i1,u2729,click,2014-09-19 06:48:00
i435,u2730,click,2014-09-21 21:59:00
i435,u2729,click,2014-09-21 18:27:00
i399,u2735,click,2014-09-20 01:58:00
i294,u3240,click,2014-09-21 11:26:00
i280,u2740,click,2014-09-19 15:16:00
i280,u2728,click,2014-09-19 19:28:00
i446,u39,cart,2014-09-20 14:58:00
i115,u3337,click,2014-09-20 17:24:00
i474,u2724,click,2014-09-20 20:14:00
i350,u3340,click,2014-09-20 14:33:00
i292,u3344,click,2014-09-19 16:40:00
i536,u2735,click,2014-09-19 20:40:00
i421,u3204,click,2014-09-19 00:19:00
i38,u2730,click,2014-09-19 22:59:00
i153,u2731,click,2014-09-19 20:40:00
i19,u2735,click,2014-09-21 09:10:00
i386,u2724,click,2014-09-21 03:10:00
i262,u2872,click,2014-09-21 02:39:00
i495,u2724,click,2014-09-21 18:03:00
i469,u2723,click,2014-09-21 15:17:00
i223,u14,click,2014-09-19 15:48:00
i233,u2730,click,2014-09-19 20:20:00
i468,u2727,collect,2014-09-19 17:05:00
i66,u2724,click,2014-09-20 20:47:00
i300,u2770,click,2014-09-21 15:16:00
i345,u2991,click,2014-09-20 21:15:00
i176,u2729,click,2014-09-19 22:12:00
i8,u2740,click,2014-09-21 15:37:00
i522,u3371,click,2014-09-20 03:28:00
i522,u49,click,2014-09-21 14:08:00
i446,u39,click,2014-09-20 14:57:00
i146,u2735,click,2014-09-21 09:18:00
i193,u2735,click,2014-09-19 20:13:00
i51,u2729,click,2014-09-19 20:49:00
i309,u2740,click,2014-09-21 20:21:00
i167,u2730,click,2014-09-20 10:51:00
i497,u3377,click,2014-09-19 23:23:00
i109,u2723,click,2014-09-19 16:07:00
i559,u2726,click,2014-09-21 15:56:00
i559,u2730,click,2014-09-19 20:25:00
i559,u2735,click,2014-09-19 19:53:00
i453,u3016,click,2014-09-20 21:51:00
i485,u3214,click,2014-09-19 10:54:00
i180,u2801,click,2014-09-19 10:49:00
i527,u2740,click,2014-09-20 17:46:00
i502,u2801,click,2014-09-20 09:39:00
i502,u2728,click,2014-09-21 12:45:00
i397,u2723,click,2014-09-20 22:32:00
i368,u2848,click,2014-09-21 09:17:00
i196,u2788,click,2014-09-21 19:30:00
i303,u2735,click,2014-09-20 21:07:00
i323,u2845,click,2014-09-20 10:12:00
i323,u2723,click,2014-09-20 21:08:00
i323,u2850,click,2014-09-20 14:47:00
i65,u3407,click,2014-09-19 12:57:00
i207,u2731,click,2014-09-19 08:54:00
i102,u2723,click,2014-09-20 22:25:00
i7,u2730,click,2014-09-20 10:28:00
i451,u2991,click,2014-09-19 16:54:00
i420,u2724,click,2014-09-21 20:51:00
i306,u2730,click,2014-09-19 16:17:00
i126,u2723,click,2014-09-20 13:17:00
i195,u2740,click,2014-09-21 17:26:00
i122,u2723,click,2014-09-20 12:13:00
i35,u2729,click,2014-09-19 06:40:00
i67,u2724,click,2014-09-19 18:49:00
i11,u2729,click,2014-09-20 23:18:00
i446,u39,click,2014-09-20 14:58:00
i92,u2801,click,2014-09-21 18:46:00
i493,u2729,click,2014-09-20 12:49:00
i480,u2784,click,2014-09-20 14:23:00
i282,u2723,click,2014-09-20 08:44:00
i415,u2735,click,2014-09-20 10:51:00
i186,u2781,click,2014-09-20 14:45:00
i416,u3430,click,2014-09-20 22:49:00
i490,u2729,click,2014-09-19 15:07:00
i543,u3431,click,2014-09-19 04:16:00
i373,u2729,click,2014-09-19 14:58:00
i411,u2915,click,2014-09-19 20:51:00
i68,u2735,click,2014-09-21 15:24:00
i289,u3041,click,2014-09-19 21:18:00
i459,u2724,click,2014-09-19 19:50:00
i231,u2735,click,2014-09-20 13:14:00
i24,u3389,collect,2014-09-20 21:23:00
i108,u2735,click,2014-09-21 17:39:00
i81,u2730,click,2014-09-19 01:39:00
i54,u2724,click,2014-09-20 14:46:00
i372,u3022,click,2014-09-19 11:18:00
i268,u2729,click,2014-09-20 18:07:00
i410,u2729,click,2014-09-19 17:09:00
i53,u39,click,2014-09-19 12:25:00
i275,u39,cart,2014-09-19 09:24:00
i275,u39,click,2014-09-19 09:23:00
i275,u39,click,2014-09-19 09:24:00
i240,u39,click,2014-09-20 20:08:00
i240,u39,click,2014-09-20 20:07:00
i541,u39,click,2014-09-19 10:41:00
i464,u39,cart,2014-09-21 18:46:00
i464,u39,click,2014-09-21 18:46:00
i464,u39,click,2014-09-21 18:46:00
i417,u39,click,2014-09-21 15:20:00
i417,u39,click,2014-09-21 15:21:00
i316,u39,click,2014-09-19 20:50:00
i316,u39,click,2014-09-19 20:50:00
i316,u39,cart,2014-09-19 20:51:00
i442,u39,click,2014-09-21 14:06:00
i442,u39,click,2014-09-21 14:05:00
i90,u39,cart,2014-09-21 22:35:00
i90,u39,click,2014-09-21 22:34:00
i90,u39,click,2014-09-21 22:36:00
i90,u39,click,2014-09-21 22:34:00
i257,u39,click,2014-09-20 22:47:00
i257,u39,click,2014-09-20 22:46:00
i257,u39,click,2014-09-20 22:36:00
i257,u39,click,2014-09-21 08:48:00
i257,u39,click,2014-09-21 08:50:00
i257,u39,click,2014-09-21 08:26:00
i257,u39,click,2014-09-21 08:26:00
i257,u39,click,2014-09-21 08:33:00
i257,u39,click,2014-09-21 08:56:00
i257,u39,click,2014-09-20 22:48:00
i257,u39,click,2014-09-21 08:49:00
i257,u39,click,2014-09-20 22:46:00
i257,u39,click,2014-09-21 08:47:00
i257,u39,click,2014-09-21 08:26:00
i257,u39,click,2014-09-20 22:37:00
i41,u39,click,2014-09-21 10:26:00
i41,u39,click,2014-09-21 10:27:00
i41,u39,click,2014-09-21 10:27:00
i41,u39,cart,2014-09-21 10:27:00
i370,u39,click,2014-09-21 13:49:00
i370,u39,click,2014-09-21 13:49:00
i370,u39,cart,2014-09-21 13:49:00
i469,u39,click,2014-09-20 11:14:00
i469,u39,click,2014-09-20 11:14:00
i167,u39,click,2014-09-20 19:27:00
i167,u39,click,2014-09-20 19:27:00
i167,u39,cart,2014-09-20 19:27:00
i559,u39,click,2014-09-19 16:25:00
i559,u39,click,2014-09-19 16:27:00
i246,u39,click,2014-09-21 13:39:00
i246,u39,click,2014-09-21 13:53:00
i246,u39,click,2014-09-21 13:39:00
i246,u39,cart,2014-09-21 13:41:00
i246,u39,cart,2014-09-21 13:40:00
i246,u39,click,2014-09-21 13:40:00
i246,u39,click,2014-09-21 13:40:00
i502,u39,cart,2014-09-20 13:57:00
i502,u39,click,2014-09-20 13:57:00
i502,u39,click,2014-09-20 13:57:00
i135,u39,click,2014-09-19 10:17:00
i135,u39,cart,2014-09-19 10:19:00
i135,u39,click,2014-09-19 10:18:00
i78,u39,click,2014-09-19 18:26:00
i78,u39,cart,2014-09-19 18:27:00
i78,u39,click,2014-09-19 18:27:00
i65,u39,click,2014-09-20 10:28:00
i65,u39,click,2014-09-21 17:34:00
i65,u39,click,2014-09-21 17:34:00
i65,u39,cart,2014-09-21 17:35:00
