item_id,user_id,action,vtime
i161,u2625,click,2014-09-18 15:03:00
i161,u2634,click,2014-09-16 13:30:00
i161,u2652,click,2014-09-17 06:49:00
i161,u2662,click,2014-09-18 12:41:00
i161,u2668,click,2014-09-18 17:21:00
i161,u2673,click,2014-09-18 20:26:00
i161,u2677,click,2014-09-16 13:37:00
i161,u2680,click,2014-09-18 11:30:00
i161,u2686,click,2014-09-16 22:12:00
i161,u2692,click,2014-09-18 17:39:00
i161,u2711,click,2014-09-18 18:36:00
i161,u2717,click,2014-09-17 13:14:00
i161,u2722,click,2014-09-18 23:22:00
i161,u2722,click,2014-09-16 17:32:00
i446,u2723,click,2014-09-17 16:52:00
i446,u2729,click,2014-09-16 11:16:00
i446,u2729,click,2014-09-18 13:06:00
i446,u2729,click,2014-09-16 14:10:00
i446,u2729,click,2014-09-17 12:32:00
i446,u2729,click,2014-09-16 13:17:00
i446,u2724,click,2014-09-17 20:17:00
i446,u2731,click,2014-09-16 09:53:00
i446,u2729,click,2014-09-17 17:22:00
i446,u2729,click,2014-09-18 12:18:00
i446,u2729,click,2014-09-17 20:04:00
i446,u2729,click,2014-09-16 11:09:00
i446,u2729,click,2014-09-17 23:30:00
i446,u2729,click,2014-09-17 11:28:00
i446,u2729,click,2014-09-16 09:08:00
i160,u2742,click,2014-09-17 21:22:00
i160,u2745,click,2014-09-18 16:44:00
i160,u2745,click,2014-09-16 14:56:00
i160,u2747,click,2014-09-16 15:33:00
i160,u13,click,2014-09-17 10:06:00
i160,u2755,click,2014-09-18 22:25:00
i160,u2758,click,2014-09-17 09:27:00
i550,u2724,click,2014-09-16 18:11:00
i53,u2786,click,2014-09-18 14:49:00
i53,u2788,click,2014-09-16 11:52:00
i53,u2729,click,2014-09-18 14:18:00
i53,u2729,click,2014-09-17 16:47:00
i53,u2729,click,2014-09-17 15:45:00
i83,u2793,click,2014-09-16 15:53:00
i83,u2803,click,2014-09-18 16:03:00
i120,u2724,click,2014-09-16 11:56:00
i331,u2829,click,2014-09-17 14:09:00
i331,u2833,click,2014-09-18 21:41:00
i331,u2734,click,2014-09-17 09:22:00
i237,u2732,click,2014-09-18 11:51:00
i237,u2848,click,2014-09-16 15:50:00
i237,u2788,click,2014-09-16 11:00:00
i237,u2857,click,2014-09-18 12:02:00
i46,u2730,click,2014-09-16 10:22:00
i46,u2861,click,2014-09-17 16:01:00
i46,u2865,click,2014-09-17 00:48:00
i46,u2729,click,2014-09-17 19:58:00
i275,u2879,click,2014-09-17 15:52:00
i275,u2881,click,2014-09-18 12:44:00
i275,u2881,click,2014-09-18 02:12:00
i275,u2881,click,2014-09-17 07:00:00
i275,u2881,click,2014-09-16 21:25:00
i392,u2895,click,2014-09-18 23:32:00
i392,u2740,click,2014-09-17 16:09:00
i392,u2729,click,2014-09-17 17:29:00
i392,u2724,click,2014-09-18 13:23:00
i392,u2729,click,2014-09-16 12:24:00
i392,u2729,click,2014-09-18 19:26:00
i443,u2898,click,2014-09-17 19:54:00
i79,u2905,click,2014-09-16 18:00:00
i79,u2722,click,2014-09-16 08:34:00
i2,u2924,click,2014-09-16 22:13:00
i2,u2723,click,2014-09-16 19:06:00
i2,u2932,click,2014-09-17 20:27:00
i172,u2935,click,2014-09-17 10:20:00
i172,u2801,click,2014-09-17 13:30:00
i172,u2937,click,2014-09-17 12:05:00
i13,u2735,click,2014-09-17 13:58:00
i173,u2897,click,2014-09-17 16:23:00
i173,u2851,click,2014-09-18 13:12:00
i173,u2740,click,2014-09-17 08:46:00
i173,u2784,click,2014-09-18 15:32:00
i173,u2784,click,2014-09-17 13:40:00
i173,u2723,click,2014-09-18 10:47:00
i173,u2848,click,2014-09-17 13:45:00
i173,u2745,click,2014-09-16 10:15:00
i173,u2955,click,2014-09-17 09:59:00
i173,u2724,click,2014-09-17 09:37:00
i173,u2724,click,2014-09-18 12:47:00
i173,u2724,click,2014-09-18 14:09:00
i492,u2957,click,2014-09-17 10:04:00
i448,u2968,click,2014-09-17 08:45:00
i448,u2739,click,2014-09-16 10:59:00
i448,u2724,click,2014-09-17 20:19:00
i455,u2976,click,2014-09-18 13:37:00
i455,u2735,click,2014-09-18 10:39:00
i455,u2729,click,2014-09-18 20:33:00
i455,u2845,click,2014-09-18 12:51:00
i455,u2801,click,2014-09-18 09:19:00
i455,u2723,click,2014-09-17 19:54:00
i284,u2740,click,2014-09-16 19:45:00
i284,u2978,click,2014-09-16 14:37:00
i381,u2980,click,2014-09-18 10:30:00
i381,u2982,click,2014-09-17 11:42:00
i381,u2984,click,2014-09-18 11:22:00
i381,u2986,click,2014-09-16 19:31:00
i311,u2842,click,2014-09-16 22:04:00
i214,u2729,click,2014-09-16 12:05:00
i214,u2724,click,2014-09-16 12:16:00
i214,u2989,click,2014-09-18 07:07:00
i214,u2724,click,2014-09-18 15:06:00
i214,u2724,click,2014-09-16 23:48:00
i214,u2724,click,2014-09-17 21:36:00
i214,u2729,click,2014-09-16 21:33:00
i214,u2729,click,2014-09-17 10:45:00
i254,u2992,click,2014-09-18 22:56:00
i254,u2722,click,2014-09-18 09:42:00
i254,u2723,click,2014-09-18 12:19:00
i254,u2724,click,2014-09-16 21:26:00
i254,u2997,click,2014-09-18 09:15:00
i254,u2677,click,2014-09-17 06:44:00
i61,u2731,click,2014-09-17 12:08:00
i192,u2725,click,2014-09-18 13:32:00
i321,u2897,click,2014-09-17 21:02:00
i321,u2935,click,2014-09-16 10:52:00
i321,u3009,click,2014-09-16 19:51:00
i304,u2724,click,2014-09-16 10:51:00
i304,u2731,click,2014-09-18 08:58:00
i304,u2729,click,2014-09-18 13:18:00
i304,u2723,click,2014-09-17 17:10:00
i57,u2730,click,2014-09-18 15:12:00
i63,u2735,click,2014-09-18 17:10:00
i63,u31,click,2014-09-17 08:53:00
i63,u2722,click,2014-09-18 08:41:00
i236,u3022,click,2014-09-18 22:09:00
i236,u2745,click,2014-09-18 11:47:00
i541,u2787,click,2014-09-17 20:15:00
i541,u3027,click,2014-09-18 19:20:00
i352,u2726,click,2014-09-16 14:44:00
i352,u2758,click,2014-09-16 00:23:00
i352,u3028,click,2014-09-17 15:01:00
i25,u3041,click,2014-09-18 20:30:00
i327,u2729,click,2014-09-18 17:48:00
i327,u2737,click,2014-09-16 19:49:00
i327,u2723,click,2014-09-16 17:39:00
i327,u3054,click,2014-09-16 15:06:00
i325,u3056,click,2014-09-17 04:44:00
i288,u2729,click,2014-09-18 22:44:00
i218,u3071,click,2014-09-17 11:34:00
i218,u3075,click,2014-09-17 16:24:00
i218,u3076,click,2014-09-16 13:09:00
i89,u3091,click,2014-09-16 13:42:00
i89,u2971,click,2014-09-18 17:19:00
i142,u3106,click,2014-09-18 04:23:00
i534,u2730,click,2014-09-18 03:35:00
i534,u3111,click,2014-09-18 08:57:00
i524,u2724,click,2014-09-18 17:38:00
i524,u2723,click,2014-09-16 14:57:00
i134,u3113,click,2014-09-16 22:18:00
i252,u2739,click,2014-09-17 03:21:00
i175,u3026,click,2014-09-16 21:31:00
i175,u2731,click,2014-09-18 11:08:00
i396,u2891,click,2014-09-18 08:22:00
i396,u2729,click,2014-09-18 14:15:00
i396,u2996,click,2014-09-17 14:28:00
i396,u3134,click,2014-09-18 19:39:00
i270,u3137,click,2014-09-18 18:08:00
i270,u3141,click,2014-09-18 14:12:00
i395,u2902,click,2014-09-18 13:18:00
i464,u2739,click,2014-09-16 20:37:00
i230,u3145,click,2014-09-18 09:31:00
i478,u3148,click,2014-09-18 09:12:00
i478,u3149,click,2014-09-16 22:30:00
i478,u3154,click,2014-09-18 11:41:00
i383,u3155,click,2014-09-16 19:59:00
i383,u2735,click,2014-09-18 09:27:00
i383,u2732,click,2014-09-17 15:42:00
i383,u3157,click,2014-09-16 19:56:00
i363,u3162,click,2014-09-16 14:44:00
i342,u2723,click,2014-09-18 09:56:00
i342,u3171,click,2014-09-16 18:54:00
i342,u3172,click,2014-09-16 10:05:00
i314,u2837,click,2014-09-16 14:22:00
i314,u2810,click,2014-09-16 19:23:00
i208,u2833,click,2014-09-16 14:18:00
i124,u2732,click,2014-09-16 21:19:00
i112,u2745,click,2014-09-17 15:34:00
i525,u3190,click,2014-09-17 14:20:00
i9,u2723,click,2014-09-18 09:32:00
i203,u2722,click,2014-09-18 14:41:00
i427,u2739,click,2014-09-16 13:56:00
i427,u2788,click,2014-09-16 15:57:00
i139,u2729,click,2014-09-18 15:15:00
i279,u3207,click,2014-09-18 11:31:00
i279,u2926,click,2014-09-16 06:26:00
i33,u2723,click,2014-09-17 19:31:00
i310,u3213,click,2014-09-18 08:37:00
i504,u3083,click,2014-09-16 08:54:00
i504,u2729,click,2014-09-16 20:41:00
i128,u2735,click,2014-09-16 16:33:00
i86,u3172,click,2014-09-16 09:17:00
i487,u3223,click,2014-09-16 15:06:00
i487,u2724,click,2014-09-17 13:28:00
i348,u2723,click,2014-09-17 20:36:00
i224,u2729,click,2014-09-17 22:19:00
i26,u2724,click,2014-09-17 13:29:00
i84,u2740,click,2014-09-16 13:46:00
i540,u2740,click,2014-09-16 10:13:00
i313,u2842,click,2014-09-18 20:24:00
i313,u2740,click,2014-09-17 08:47:00
i39,u3149,click,2014-09-16 04:34:00
i542,u3245,click,2014-09-18 17:18:00
i542,u2731,click,2014-09-18 20:16:00
i428,u3217,click,2014-09-16 13:38:00
i431,u2832,click,2014-09-17 11:08:00
i431,u3249,cart,2014-09-17 16:39:00
i217,u3224,click,2014-09-18 00:00:00
i217,u2729,click,2014-09-16 13:46:00
i44,u2735,click,2014-09-18 21:53:00
i55,u2729,click,2014-09-17 12:17:00
i285,u2996,click,2014-09-16 10:26:00
i285,u3111,click,2014-09-18 19:41:00
i258,u2723,click,2014-09-18 08:52:00
i258,u2724,click,2014-09-16 18:30:00
i247,u2740,click,2014-09-16 14:23:00
i159,u3024,click,2014-09-16 09:21:00
i159,u2996,click,2014-09-18 13:29:00
i159,u3265,click,2014-09-17 15:29:00
i159,u2740,click,2014-09-16 11:35:00
i36,u3211,click,2014-09-17 20:10:00
i36,u2722,click,2014-09-18 12:34:00
i358,u3270,click,2014-09-16 00:17:00
i442,u3271,click,2014-09-18 17:07:00
i442,u2724,click,2014-09-16 22:39:00
i283,u2722,click,2014-09-18 11:02:00
i283,u2722,click,2014-09-18 11:37:00
i28,u3275,click,2014-09-18 15:57:00
i28,u2787,click,2014-09-18 15:59:00
i496,u2737,click,2014-09-17 17:48:00
i87,u2723,click,2014-09-16 15:18:00
i250,u2728,click,2014-09-16 15:05:00
i152,u2996,click,2014-09-18 13:48:00
i334,u2740,click,2014-09-18 16:36:00
i334,u2726,click,2014-09-16 18:02:00
i90,u2810,click,2014-09-16 18:08:00
i90,u2801,click,2014-09-17 16:33:00
i22,u3247,click,2014-09-17 18:09:00
i227,u2735,click,2014-09-16 20:17:00
